"Lake Partner Program Calcium (Ca) Concentration Data, 2008-2016",,,,,,,,
,,,,,Latitude,Longitude,,Ca
Lake Name,Township,STN,Site ID,Site Description,(DMS),(DMS),Date,(mg/L)
UPPER STONEY LAKE,DOURO-DUMMER,5178,1,Quarry Bay,443510,780311,01-Jun-16,26.1
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,11-May-08,26.6
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,18-Sep-08,27.5
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,13-May-09,25.6
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,12-Apr-10,25.3
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,13-Jun-10,28.8
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,06-Jul-10,27.2
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,08-May-11,23.4
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,31-May-11,25.5
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,04-Jul-11,27.7
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,04-Aug-11,26.8
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,05-Sep-11,26.1
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,11-Oct-11,21.2
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,19-Apr-12,25.9
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,08-Jun-12,30.8
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,03-Jul-12,26.9
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,06-Aug-12,25.1
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,05-May-13,20.1
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,09-Jun-13,27.5
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,07-Jul-13,26.2
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,06-Aug-13,24.9
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,18-May-14,26.6
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,19-Jun-14,28.2
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,12-Jul-14,26.4
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,31-May-15,29.2
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,27-Jun-15,28.3
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,06-May-16,23.1
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,01-Jun-16,26.4
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,26-Jul-16,25.8
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443528,780114,11-May-08,35.8
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443528,780114,18-Sep-08,28.2
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443528,780114,13-May-09,34.0
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443528,780114,12-Apr-10,26.9
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443528,780114,30-May-10,25.9
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443528,780114,06-Jul-10,22.7
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443528,780114,08-May-11,26.6
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443528,780114,31-May-11,26.8
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443528,780114,04-Jul-11,27.1
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443528,780114,04-Aug-11,23.5
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443528,780114,05-Sep-11,25.5
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443528,780114,11-Oct-11,21.0
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443528,780114,19-Apr-12,26.6
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443528,780114,08-Jun-12,30.1
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443528,780114,03-Jul-12,26.2
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443528,780114,06-Aug-12,23.4
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443528,780114,05-May-13,25.4
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443528,780114,09-Jun-13,30.4
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443528,780114,07-Jul-13,28.3
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443528,780114,06-Aug-13,22.4
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443528,780114,18-May-14,27.7
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443528,780114,19-Jun-14,30.3
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443528,780114,12-Jul-14,25.9
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443528,780114,31-May-15,29.4
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443528,780114,27-Jun-15,27.7
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443528,780114,06-May-16,24.4
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443528,780114,01-Jun-16,27.4
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,11-May-08,26.4
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,18-Sep-08,27.3
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,13-May-09,25.7
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,12-Apr-10,24.3
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,30-May-10,28.4
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,06-Jul-10,27.8
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,08-May-11,26.0
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,31-May-11,25.9
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,04-Jul-11,27.8
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,04-Aug-11,27.3
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,05-Sep-11,26.7
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,11-Oct-11,23.3
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,19-Apr-12,26.9
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,08-Jun-12,30.1
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,03-Jul-12,27.4
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,06-Aug-12,25.2
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,05-May-13,22.7
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,09-Jun-13,27.4
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,07-Jul-13,26.3
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,06-Aug-13,24.6
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,18-May-14,26.1
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,19-Jun-14,28.5
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,12-Jul-14,26.0
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,31-May-15,27.7
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,27-Jun-15,27.7
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,06-May-16,23.3
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,01-Jun-16,27.3
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,11-May-08,26.3
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,18-Sep-08,26.8
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,13-May-09,26.0
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,12-Apr-10,24.3
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,13-Jun-10,28.3
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,06-Jul-10,28.4
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,08-May-11,23.3
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,31-May-11,26.0
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,04-Jul-11,27.9
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,04-Aug-11,28.0
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,05-Sep-11,26.3
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,11-Oct-11,23.5
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,19-Apr-12,26.2
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,08-Jun-12,28.8
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,03-Jul-12,27.0
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,06-Aug-12,25.0
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,05-May-13,23.0
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,09-Jun-13,28.7
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,07-Jul-13,26.4
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,06-Aug-13,24.4
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,18-May-14,26.8
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,19-Jun-14,27.8
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,12-Jul-14,27.6
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,31-May-15,30.0
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,27-Jun-15,29.4
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,06-May-16,23.4
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,01-Jun-16,26.9
UPSALA LAKE,UPSALA,7629,1,"Mid-Lake, Deep Spot",490140,902608,17-May-15,6.6
UPSALA LAKE,UPSALA,7629,1,"Mid-Lake, Deep Spot",490140,902608,22-May-16,6.6
UTIM LAKE,BALLANTYNE,7134,1,"Mid Lake, deep spot",451600,764000,04-Sep-08,32.1
VERNON LAKE,HUNTSVILLE,6455,9,Hunter Bay,451929,791351,31-May-09,1.9
VERNON LAKE,HUNTSVILLE,6455,9,Hunter Bay,451929,791351,18-May-10,1.9
VERNON LAKE,HUNTSVILLE,6455,9,Hunter Bay,451929,791351,31-May-11,1.7
VERNON LAKE,HUNTSVILLE,6455,9,Hunter Bay,451929,791351,15-May-12,2.3
VERNON LAKE,HUNTSVILLE,6455,9,Hunter Bay,451929,791351,28-May-13,1.8
VERNON LAKE,HUNTSVILLE,6455,9,Hunter Bay,451929,791351,20-May-14,2.1
VERNON LAKE,HUNTSVILLE,6455,9,Hunter Bay,451929,791351,20-May-15,2.2
VERNON LAKE,HUNTSVILLE,6455,9,Hunter Bay,451929,791351,16-May-16,2.1
VERNON LAKE,HUNTSVILLE,6455,10,W side of Big Island,452100,791848,31-May-09,1.7
VERNON LAKE,HUNTSVILLE,6455,10,W side of Big Island,452100,791848,18-May-10,1.7
VERNON LAKE,HUNTSVILLE,6455,10,W side of Big Island,452100,791848,31-May-11,1.6
VERNON LAKE,HUNTSVILLE,6455,10,W side of Big Island,452100,791848,15-May-12,2.1
VERNON LAKE,HUNTSVILLE,6455,10,W side of Big Island,452100,791848,28-May-13,1.6
VERNON LAKE,HUNTSVILLE,6455,10,W side of Big Island,452100,791848,20-May-14,1.8
VERNON LAKE,HUNTSVILLE,6455,10,W side of Big Island,452100,791848,20-May-15,1.7
VERNON LAKE,HUNTSVILLE,6455,10,W side of Big Island,452100,791848,16-May-16,1.8
VERNON LAKE,HUNTSVILLE,6455,11,"Mid Lake, deep spot",451943,791705,31-May-09,2.0
VERNON LAKE,HUNTSVILLE,6455,11,"Mid Lake, deep spot",451943,791705,18-May-10,1.8
VERNON LAKE,HUNTSVILLE,6455,11,"Mid Lake, deep spot",451943,791705,31-May-11,1.6
VERNON LAKE,HUNTSVILLE,6455,11,"Mid Lake, deep spot",451943,791705,15-May-12,2.2
VERNON LAKE,HUNTSVILLE,6455,11,"Mid Lake, deep spot",451943,791705,28-May-13,1.6
VERNON LAKE,HUNTSVILLE,6455,11,"Mid Lake, deep spot",451943,791705,20-May-14,2.0
VERNON LAKE,HUNTSVILLE,6455,11,"Mid Lake, deep spot",451943,791705,20-May-15,2.1
VERNON LAKE,HUNTSVILLE,6455,11,"Mid Lake, deep spot",451943,791705,16-May-16,2.0
VERNON LAKE,HUNTSVILLE,6455,12,"A - Main Body, deep spot",451953,791726,03-Jul-12,2.4
VERNON LAKE,HUNTSVILLE,6455,13,B - Deer L. Canal,451943,791538,03-Jul-12,2.4
VERNON LAKE,HUNTSVILLE,6455,14,"C - Hunter's Bay, deep spot",451927,791357,03-Jul-12,2.4
VERNON LAKE,HUNTSVILLE,6455,15,D- S.E. deep spot,451855,791656,03-Jul-12,0.8
VERNON LAKE,HUNTSVILLE,6455,16,E - S. Big Island,451914,791803,03-Jul-12,1.6
VERNON LAKE,HUNTSVILLE,6455,17,F - W. Big Island,452014,791946,03-Jul-12,0.6
VERNON LAKE,HUNTSVILLE,6455,18,G - N. Big Island,452102,791837,03-Jul-12,0.5
VERNON LAKE,HUNTSVILLE,6455,19,H - N. part of Western foot,452122,792022,03-Jul-12,2.0
VOWEL LAKE,MCDOUGALL,5675,1,"Mid Lake, deep spot",453005,795755,08-May-08,2.2
VOWEL LAKE,MCDOUGALL,5675,1,"Mid Lake, deep spot",453005,795755,19-Apr-10,1.9
VOWEL LAKE,MCDOUGALL,5675,1,"Mid Lake, deep spot",453005,795755,11-May-11,1.7
VOWEL LAKE,MCDOUGALL,5675,1,"Mid Lake, deep spot",453005,795755,02-May-12,2.1
VOWEL LAKE,MCDOUGALL,5675,1,"Mid Lake, deep spot",453005,795755,07-May-13,1.8
VOWEL LAKE,MCDOUGALL,5675,1,"Mid Lake, deep spot",453005,795755,26-May-14,2.0
VOWEL LAKE,MCDOUGALL,5675,1,"Mid Lake, deep spot",453005,795755,07-May-15,1.7
VOWEL LAKE,MCDOUGALL,5675,1,"Mid Lake, deep spot",453005,795755,10-May-16,2.0
WABASKANG LAKE,UNORGANIZED,6787,1,"North basin, Deep Spot Wab-N",502711,931338,13-May-15,15.2
WABASKANG LAKE,UNORGANIZED,6787,1,"North basin, Deep Spot Wab-N",502711,931338,20-May-16,14.1
WABASKANG LAKE,UNORGANIZED,6787,2,"Main basin, Deep Spot Wab-Mid",502430,931309,13-May-15,12.5
WABASKANG LAKE,UNORGANIZED,6787,2,"Main basin, Deep Spot Wab-Mid",502430,931309,20-May-16,14.9
WABASKANG LAKE,UNORGANIZED,6787,3,"South East Basin, Deep -Wab-SE",502139,931238,13-May-15,15.1
WABASKANG LAKE,UNORGANIZED,6787,3,"South East Basin, Deep -Wab-SE",502139,931238,20-May-16,15.3
WABASKANG LAKE,UNORGANIZED,6787,4,"South West Deep, Wab-SW",502039,931535,13-May-15,11.4
WABASKANG LAKE,UNORGANIZED,6787,4,"South West Deep, Wab-SW",502039,931535,20-May-16,10.9
WADSWORTH LAKE,RADCLIFFE,5696,2,"Mid Lake, deep spot",452606,773430,03-Jul-11,9.0
WADSWORTH LAKE,GILMOUR,7136,1,Off island,445043,773438,18-May-08,35.5
WADSWORTH LAKE,GILMOUR,7136,1,Off island,445043,773438,24-May-10,38.6
WADSWORTH LAKE,GILMOUR,7136,1,Off island,445043,773438,26-Jun-11,36.7
WADSWORTH LAKE,GILMOUR,7136,1,Off island,445043,773438,21-May-12,37.1
WADSWORTH LAKE,GILMOUR,7136,1,Off island,445043,773438,20-May-13,36.8
WADSWORTH LAKE,GILMOUR,7136,1,Off island,445043,773438,18-May-14,38.1
WADSWORTH LAKE,GILMOUR,7136,1,Off island,445043,773438,21-Jul-15,39.4
WADSWORTH LAKE,GILMOUR,7136,1,Off island,445043,773438,23-May-16,35.2
WAHNAPITEI LAKE,RATHBUN,5727,1,"E end, deep spot",464355,804046,20-May-08,7.1
WAHNAPITEI LAKE,RATHBUN,5727,1,"E end, deep spot",464355,804046,26-May-09,6.4
WAHNAPITEI LAKE,RATHBUN,5727,1,"E end, deep spot",464355,804046,08-May-11,6.1
WAHNAPITEI LAKE,RATHBUN,5727,1,"E end, deep spot",464355,804046,05-May-12,6.8
WAHNAPITEI LAKE,RATHBUN,5727,5,"Kolari Bay, Deep Spot",464044,804416,02-Jun-15,7.0
WAHNAPITEI LAKE,RATHBUN,5727,5,"Kolari Bay, Deep Spot",464044,804416,21-May-16,6.9
WAHNAPITEI LAKE,RATHBUN,5727,6,Outlet Bay,464034,804031,12-Jun-15,6.8
WAHNAPITEI LAKE,RATHBUN,5727,6,Outlet Bay,464034,804031,20-May-16,7.0
WAHNAPITEI LAKE,RATHBUN,5727,7,Off Mcloud Point,464152,804535,07-Jun-15,7.0
WAHNAPITEI LAKE,RATHBUN,5727,7,Off Mcloud Point,464152,804535,26-Jun-16,19.4
WAHNAPITEI LAKE,RATHBUN,5727,7,Off Mcloud Point,464152,804535,26-Jun-16,19.4
WAHNAPITEI LAKE,RATHBUN,5727,8,currently unknown,,,31-May-15,6.6
WAHNAPITEI LAKE,RATHBUN,5727,8,currently unknown,,,21-May-16,7.1
WAHWASHKESH LAKE,BURTON,5701,2,Indian Narrows,454317,800212,11-May-08,3.0
WAHWASHKESH LAKE,BURTON,5701,2,Indian Narrows,454317,800212,10-May-09,2.5
WAHWASHKESH LAKE,BURTON,5701,2,Indian Narrows,454317,800212,16-May-10,2.5
WAHWASHKESH LAKE,BURTON,5701,2,Indian Narrows,454317,800212,21-May-11,2.8
WAHWASHKESH LAKE,BURTON,5701,2,Indian Narrows,454317,800212,19-May-12,2.8
WAHWASHKESH LAKE,BURTON,5701,2,Indian Narrows,454317,800212,17-May-13,2.4
WAHWASHKESH LAKE,BURTON,5701,2,Indian Narrows,454317,800212,18-May-14,2.8
WAHWASHKESH LAKE,BURTON,5701,2,Indian Narrows,454317,800212,24-May-15,2.8
WAHWASHKESH LAKE,BURTON,5701,2,Indian Narrows,454317,800212,21-May-16,2.8
WAHWASHKESH LAKE,BURTON,5701,3,Big Lake-Hogsback Bay,454442,800328,18-Sep-08,2.7
WAHWASHKESH LAKE,BURTON,5701,3,Big Lake-Hogsback Bay,454442,800328,14-Jun-09,2.3
WAHWASHKESH LAKE,BURTON,5701,4,Area B-MortonsPtCamp,454440,800328,14-May-08,2.7
WAHWASHKESH LAKE,BURTON,5701,4,Area B-MortonsPtCamp,454440,800328,24-May-10,2.9
WAHWASHKESH LAKE,BURTON,5701,4,Area B-MortonsPtCamp,454440,800328,21-May-12,2.9
WAHWASHKESH LAKE,BURTON,5701,4,Area B-MortonsPtCamp,454440,800328,20-May-13,2.8
WAHWASHKESH LAKE,BURTON,5701,4,Area B-MortonsPtCamp,454440,800328,19-May-14,2.9
WAHWASHKESH LAKE,BURTON,5701,4,Area B-MortonsPtCamp,454440,800328,17-May-15,2.6
WAHWASHKESH LAKE,BURTON,5701,4,Area B-MortonsPtCamp,454440,800328,23-May-16,2.5
WAHWASHKESH LAKE,BURTON,5701,4,Area B-MortonsPtCamp,454440,800328,23-May-16,2.5
WAHWASHKESH LAKE,BURTON,5701,5,Area A-MortonsPtCamp,454445,800329,14-May-08,2.8
WAHWASHKESH LAKE,BURTON,5701,5,Area A-MortonsPtCamp,454445,800329,24-May-10,3.0
WAHWASHKESH LAKE,BURTON,5701,5,Area A-MortonsPtCamp,454445,800329,21-May-12,2.9
WAHWASHKESH LAKE,BURTON,5701,5,Area A-MortonsPtCamp,454445,800329,20-May-13,2.5
WAHWASHKESH LAKE,BURTON,5701,5,Area A-MortonsPtCamp,454445,800329,19-May-14,2.6
WAHWASHKESH LAKE,BURTON,5701,5,Area A-MortonsPtCamp,454445,800329,17-May-15,2.5
WAHWASHKESH LAKE,BURTON,5701,5,Area A-MortonsPtCamp,454445,800329,23-May-16,2.5
WAHWASHKESH LAKE,BURTON,5701,5,Area A-MortonsPtCamp,454445,800329,23-May-16,2.5
WAHWASHKESH LAKE,BURTON,5701,6,Straubs & Graves Pt,454351,800118,24-May-08,2.9
WAHWASHKESH LAKE,BURTON,5701,6,Straubs & Graves Pt,454351,800118,27-Jul-12,2.9
WAHWASHKESH LAKE,BURTON,5701,6,Straubs & Graves Pt,454351,800118,01-Jun-14,2.9
WAHWASHKESH LAKE,BURTON,5701,7,Top lake-Deadman Is.,454436,800044,24-May-08,2.8
WAHWASHKESH LAKE,BURTON,5701,7,Top lake-Deadman Is.,454436,800044,27-Jul-12,2.9
WAHWASHKESH LAKE,BURTON,5701,7,Top lake-Deadman Is.,454436,800044,01-Jun-14,2.9
WAHWASHKESH LAKE,BURTON,5701,9,off E Birch Is,454150,800247,18-May-09,2.4
WAHWASHKESH LAKE,BURTON,5701,9,off E Birch Is,454150,800247,29-May-10,2.7
WAHWASHKESH LAKE,BURTON,5701,9,off E Birch Is,454150,800247,05-Jun-11,2.5
WAHWASHKESH LAKE,BURTON,5701,9,off E Birch Is,454150,800247,19-May-12,2.9
WAHWASHKESH LAKE,BURTON,5701,9,off E Birch Is,454150,800247,19-May-13,2.6
WAHWASHKESH LAKE,BURTON,5701,9,off E Birch Is,454150,800247,11-May-14,3.1
WAHWASHKESH LAKE,BURTON,5701,9,off E Birch Is,454150,800247,17-May-15,2.4
WAHWASHKESH LAKE,BURTON,5701,9,off E Birch Is,454150,800247,21-Jun-16,2.8
WAHWASHKESH LAKE,BURTON,5701,9,off E Birch Is,454150,800247,21-Jun-16,2.8
WAHWASHKESH LAKE,BURTON,5701,10,Bennets Bay-DeepSpot,454306,800132,13-Jun-11,2.8
WAHWASHKESH LAKE,BURTON,5701,10,Bennets Bay-DeepSpot,454306,800132,31-May-12,2.8
WAHWASHKESH LAKE,BURTON,5701,10,Bennets Bay-DeepSpot,454306,800132,27-May-13,2.3
WAHWASHKESH LAKE,BURTON,5701,10,Bennets Bay-DeepSpot,454306,800132,26-May-14,2.8
WAHWASHKESH LAKE,BURTON,5701,10,Bennets Bay-DeepSpot,454306,800132,17-Jun-15,3.1
WAHWASHKESH LAKE,BURTON,5701,10,Bennets Bay-DeepSpot,454306,800132,25-May-16,2.6
WALKER LAKE,SINCLAIR,5710,1,"Mid Lake, deep spot",452256,790514,25-May-08,2.9
WALKER LAKE,SINCLAIR,5710,1,"Mid Lake, deep spot",452256,790514,28-Jun-09,2.4
WALKER LAKE,SINCLAIR,5710,1,"Mid Lake, deep spot",452256,790514,24-May-10,2.6
WALKER LAKE,SINCLAIR,5710,1,"Mid Lake, deep spot",452256,790514,21-Jun-12,2.9
WALKER LAKE,SINCLAIR,5710,1,"Mid Lake, deep spot",452256,790514,03-Jun-13,2.5
WALKER LAKE,SINCLAIR,5710,1,"Mid Lake, deep spot",452256,790514,25-May-14,2.9
WALKER LAKE,SINCLAIR,5710,1,"Mid Lake, deep spot",452256,790514,01-May-15,2.8
WALKER LAKE,SINCLAIR,5710,1,"Mid Lake, deep spot",452256,790514,11-May-16,2.7
WAR EAGLE LAKE,PELLATT,7165,1,Main Basin-deep spot,494500,944000,19-May-08,5.3
WAR EAGLE LAKE,PELLATT,7165,1,Main Basin-deep spot,494500,944000,18-Jun-09,4.4
WAR EAGLE LAKE,PELLATT,7165,1,Main Basin-deep spot,494500,944000,30-May-10,4.6
WAR EAGLE LAKE,PELLATT,7165,1,Main Basin-deep spot,494500,944000,29-May-11,4.5
WAR EAGLE LAKE,PELLATT,7165,1,Main Basin-deep spot,494500,944000,21-May-12,4.9
WAR EAGLE LAKE,PELLATT,7165,1,Main Basin-deep spot,494500,944000,27-May-13,4.8
WAR EAGLE LAKE,PELLATT,7165,1,Main Basin-deep spot,494500,944000,25-May-14,5.4
WAR EAGLE LAKE,PELLATT,7165,1,Main Basin-deep spot,494500,944000,14-Jun-15,5.4
WAR EAGLE LAKE,PELLATT,7165,1,Main Basin-deep spot,494500,944000,18-Jun-16,5.1
WAR EAGLE LAKE,PELLATT,7165,1,Main Basin-deep spot,494500,944000,18-Jun-16,5.1
WARRENS LAKE,OLDEN,7438,1,Mid Lake,444826,764344,11-May-08,29.5
WASEOSA LAKE,CHAFFEY,5741,3,N end,452437,791632,03-May-08,2.5
WASEOSA LAKE,CHAFFEY,5741,3,N end,452437,791632,04-May-09,2.1
WASEOSA LAKE,CHAFFEY,5741,3,N end,452437,791632,12-May-10,2.2
WASEOSA LAKE,CHAFFEY,5741,4,"Norton's Bay, deep spot",452454,791630,27-May-14,2.6
WASEOSA LAKE,CHAFFEY,5741,4,"Norton's Bay, deep spot",452454,791630,24-Jun-15,2.3
WASEOSA LAKE,CHAFFEY,5741,4,"Norton's Bay, deep spot",452454,791630,18-May-16,2.2
WASEOSA LAKE,CHAFFEY,5741,5,"Deep spot, S. Blueberry Is.",452425,791637,24-Jun-15,2.3
WASEOSA LAKE,CHAFFEY,5741,5,"Deep spot, S. Blueberry Is.",452425,791637,18-May-16,2.2
WATABEAG LAKE,NORDICA,5747,7,"N end, deep spot",481510,803223,24-May-09,15.4
WATER'S EDGE LAKE,GREELY,7613,1,"Mid lake, deep spot",452649,755475,03-May-15,104.0
