"Lake Partner Program Calcium (Ca) Concentration Data, 2008-2016",,,,,,,,
,,,,,Latitude,Longitude,,Ca
Lake Name,Township,STN,Site ID,Site Description,(DMS),(DMS),Date,(mg/L)
WATER'S EDGE LAKE,GREELY,7613,1,"Mid lake, deep spot",452649,755475,07-Jun-15,103.0
WATER'S EDGE LAKE,GREELY,7613,1,"Mid lake, deep spot",452649,755475,05-Jul-15,84.9
WATER'S EDGE LAKE,GREELY,7613,1,"Mid lake, deep spot",452649,755475,24-May-16,73.4
WATER'S EDGE LAKE,GREELY,7613,1,"Mid lake, deep spot",452649,755475,24-Jul-16,96.4
WAUGUIMAKOG LAKE (WILSON),WILSON,5758,2,"Main Basin, Deep Spot",455428,800027,22-May-14,3.4
WENONA (L. DUDMON),DUDLEY,2625,2,"N end, deep spot",450222,782109,18-Sep-08,14.7
WENONA (L. DUDMON),DUDLEY,2625,2,"N end, deep spot",450222,782109,07-Jun-09,12.5
WENONA (L. DUDMON),DUDLEY,2625,2,"N end, deep spot",450222,782109,02-May-10,14.5
WENONA (L. DUDMON),DUDLEY,2625,2,"N end, deep spot",450222,782109,12-Jun-11,14.5
WENONA (L. DUDMON),DUDLEY,2625,2,"N end, deep spot",450222,782109,18-May-12,15.5
WENONA (L. DUDMON),DUDLEY,2625,2,"N end, deep spot",450222,782109,26-May-13,14.9
WENONA (L. DUDMON),DUDLEY,2625,2,"N end, deep spot",450222,782109,12-May-14,15.3
WENONA (L. DUDMON),DUDLEY,2625,2,"N end, deep spot",450222,782109,24-May-15,15.4
WENONA (L. DUDMON),DUDLEY,2625,3,"Mid lake, deep spot",450202,782057,18-May-16,13.9
WESLEMKOON LAKE,"DENBIGH, ABINGER & ASHBY",5795,4,Main Basin-deep spot,450209,772532,20-May-08,4.2
WEST LAKE,HALLOWELL,7031,1,Wellington,435709,771749,07-Jun-14,46.8
WEST LAKE,HALLOWELL,7031,1,Wellington,435709,771749,12-Jul-14,41.8
WEST LAKE,HALLOWELL,7031,3,Sheba's Island,435612,771612,07-Jun-14,41.3
WEST LAKE,HALLOWELL,7031,3,Sheba's Island,435612,771612,12-Jul-14,37.9
WEST LAKE,HALLOWELL,7031,3,Sheba's Island,435612,771612,29-Jun-15,36.7
WEST LAKE,CARP,7598,1,Mid Lake- deep spot,451861,755985,13-Jun-15,3.3
WEST LAKE,CARP,7598,1,Mid Lake- deep spot,451861,755985,12-Jul-15,3.3
WEST LARKIN LAKE,LARKIN,5809,1,"Mid Lake, deep spot",490408,844717,19-May-08,29.0
WEST LARKIN LAKE,LARKIN,5809,1,"Mid Lake, deep spot",490408,844717,19-May-10,30.8
WEST LARKIN LAKE,LARKIN,5809,1,"Mid Lake, deep spot",490408,844717,29-May-11,27.3
WEST LARKIN LAKE,LARKIN,5809,1,"Mid Lake, deep spot",490408,844717,20-May-12,28.6
WEST LARKIN LAKE,LARKIN,5809,1,"Mid Lake, deep spot",490408,844717,15-Jun-13,24.4
WEST LARKIN LAKE,LARKIN,5809,1,"Mid Lake, deep spot",490408,844717,27-May-14,26.2
WEST LARKIN LAKE,LARKIN,5809,1,"Mid Lake, deep spot",490408,844717,17-May-15,25.4
WEST LARKIN LAKE,LARKIN,5809,1,"Mid Lake, deep spot",490408,844717,16-May-16,28.8
WEST TWIN LAKE,BELMONT-METHUEN,5814,1,"Mid lake, deep spot",443852,775320,20-May-12,5.4
WEST TWIN LAKE,BELMONT-METHUEN,5814,1,"Mid lake, deep spot",443852,775320,19-May-13,6.0
WEST TWIN LAKE,BELMONT-METHUEN,5814,1,"Mid lake, deep spot",443852,775320,19-May-14,6.1
WEST TWIN LAKE,BELMONT-METHUEN,5814,1,"Mid lake, deep spot",443852,775320,20-Jun-15,6.2
WEST TWIN LAKE,BELMONT-METHUEN,5814,1,"Mid lake, deep spot",443852,775320,23-May-16,6.3
WHALLEY LAKE,CHAPMAN,5822,1,"Mid Lake, Deep Spot",454132,793958,18-Jun-16,2.3
WHALLEY LAKE,CHAPMAN,5822,1,"Mid Lake, Deep Spot",454132,793958,18-Jun-16,2.3
WHITE LAKE,OLDEN (C FRONTENAC),2468,2,Deep spot,444629,764528,05-May-08,29.6
WHITE LAKE,OLDEN (C FRONTENAC),2468,2,Deep spot,444629,764528,18-Sep-08,29.2
WHITE LAKE,OLDEN (C FRONTENAC),2468,2,Deep spot,444629,764528,29-Oct-08,26.4
WHITE LAKE,OLDEN (C FRONTENAC),2468,2,Deep spot,444629,764528,06-May-09,29.7
WHITE LAKE,OLDEN (C FRONTENAC),2468,2,Deep spot,444629,764528,19-May-10,29.7
WHITE LAKE,OLDEN (C FRONTENAC),2468,2,Deep spot,444629,764528,30-Jun-10,13.4
WHITE LAKE,OLDEN (C FRONTENAC),2468,2,Deep spot,444629,764528,12-May-11,28.6
WHITE LAKE,OLDEN (C FRONTENAC),2468,2,Deep spot,444629,764528,29-Jun-11,29.0
WHITE LAKE,OLDEN (C FRONTENAC),2468,2,Deep spot,444629,764528,27-Jul-11,26.1
WHITE LAKE,OLDEN (C FRONTENAC),2468,2,Deep spot,444629,764528,24-Aug-11,25.7
WHITE LAKE,OLDEN (C FRONTENAC),2468,2,Deep spot,444629,764528,30-Sep-11,26.3
WHITE LAKE,OLDEN (C FRONTENAC),2468,2,Deep spot,444629,764528,30-Oct-11,26.0
WHITE LAKE,OLDEN (C FRONTENAC),2468,2,Deep spot,444629,764528,22-May-12,29.1
WHITE LAKE,OLDEN (C FRONTENAC),2468,2,Deep spot,444629,764528,25-Jun-12,26.4
WHITE LAKE,OLDEN (C FRONTENAC),2468,2,Deep spot,444629,764528,25-Jul-12,23.4
WHITE LAKE,OLDEN (C FRONTENAC),2468,2,Deep spot,444629,764528,30-May-13,27.5
WHITE LAKE,OLDEN (C FRONTENAC),2468,2,Deep spot,444629,764528,26-Jun-13,26.3
WHITE LAKE,OLDEN (C FRONTENAC),2468,2,Deep spot,444629,764528,17-Jul-13,24.1
WHITE LAKE,OLDEN (C FRONTENAC),2468,2,Deep spot,444629,764528,26-May-14,28.5
WHITE LAKE,OLDEN (C FRONTENAC),2468,2,Deep spot,444629,764528,25-Jun-14,28.7
WHITE LAKE,OLDEN (C FRONTENAC),2468,2,Deep spot,444629,764528,24-Jul-14,28.9
WHITE LAKE,OLDEN (C FRONTENAC),2468,2,Deep spot,444629,764528,05-May-15,31.4
WHITE LAKE,OLDEN (C FRONTENAC),2468,2,Deep spot,444629,764528,08-May-15,27.5
WHITE LAKE,OLDEN (C FRONTENAC),2468,2,Deep spot,444629,764528,10-May-16,30.3
WHITE LAKE,OLDEN (C FRONTENAC),2468,2,Deep spot,444629,764528,19-Jun-16,29.5
WHITE LAKE,OLDEN (C FRONTENAC),2468,2,Deep spot,444629,764528,19-Jun-16,29.5
WHITE LAKE,OLDEN (C FRONTENAC),2468,2,Deep spot,444629,764528,24-Jul-16,24.2
WHITE LAKE,GALWAY-CAVENDISH,5839,1,"Mid Lake, deep spot",444934,782835,18-Sep-08,28.9
WHITE LAKE,GALWAY-CAVENDISH,5839,1,"Mid Lake, deep spot",444934,782835,24-May-10,12.7
WHITE LAKE,GALWAY-CAVENDISH,5839,1,"Mid Lake, deep spot",444934,782835,30-May-10,28.6
WHITE LAKE,GALWAY-CAVENDISH,5839,1,"Mid Lake, deep spot",444934,782835,21-Jun-11,27.8
WHITE LAKE,GALWAY-CAVENDISH,5839,1,"Mid Lake, deep spot",444934,782835,17-Jun-12,28.4
WHITE LAKE,GALWAY-CAVENDISH,5839,1,"Mid Lake, deep spot",444934,782835,29-Jun-13,26.2
WHITE LAKE,GALWAY-CAVENDISH,5839,1,"Mid Lake, deep spot",444934,782835,29-Jun-14,27.1
WHITE LAKE,GALWAY-CAVENDISH,5839,1,"Mid Lake, deep spot",444934,782835,05-Jul-15,28.4
WHITE LAKE,GALWAY-CAVENDISH,5839,1,"Mid Lake, deep spot",444934,782835,29-May-16,24.6
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,1,Pickerel Bay,451639,763103,18-Sep-08,34.4
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,1,Pickerel Bay,451639,763103,31-May-09,33.5
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,1,Pickerel Bay,451639,763103,09-Jul-11,31.4
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,1,Pickerel Bay,451639,763103,21-May-12,30.4
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,1,Pickerel Bay,451639,763103,11-Jul-13,30.9
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,1,Pickerel Bay,451639,763103,08-Jun-14,13.5
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,1,Pickerel Bay,451639,763103,20-Jun-15,35.4
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,2,Three Mile Bay,451540,763126,18-Sep-08,34.1
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,2,Three Mile Bay,451540,763126,31-May-09,33.2
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,2,Three Mile Bay,451540,763126,09-Jul-11,29.5
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,2,Three Mile Bay,451540,763126,21-May-12,30.5
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,2,Three Mile Bay,451540,763126,11-Jul-13,31.5
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,2,Three Mile Bay,451540,763126,08-Jun-14,33.6
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,2,Three Mile Bay,451540,763126,20-Jun-15,34.7
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,3,"Deep spot, Sunset Bay",451516,763522,26-May-12,31.8
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,3,"Deep spot, Sunset Bay",451516,763522,11-Jul-13,30.8
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,3,"Deep spot, Sunset Bay",451516,763522,08-Jun-14,33.5
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,3,"Deep spot, Sunset Bay",451516,763522,20-Jun-15,34.5
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,4,"Deep spot, N hardwood Island",451609,763312,18-May-14,32.8
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,4,"Deep spot, N hardwood Island",451609,763312,16-Jun-14,33.3
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,4,"Deep spot, N hardwood Island",451609,763312,19-Jul-14,34.1
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,4,"Deep spot, N hardwood Island",451609,763312,14-May-15,37.3
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,4,"Deep spot, N hardwood Island",451609,763312,14-Jun-15,37.2
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,4,"Deep spot, N hardwood Island",451609,763312,16-Jul-15,36.7
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,4,"Deep spot, N hardwood Island",451609,763312,17-May-16,31.8
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,4,"Deep spot, N hardwood Island",451609,763312,14-Jun-16,32.0
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,4,"Deep spot, N hardwood Island",451609,763312,12-Jul-16,31.7
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,5,"North End, deep spot",452105,763045,07-Jun-14,35.3
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,6,Three Mile Bay,451546,763231,14-May-15,36.2
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,6,Three Mile Bay,451546,763231,14-Jun-15,36.0
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,6,Three Mile Bay,451546,763231,16-Jul-15,36.3
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,6,Three Mile Bay,451546,763231,17-May-16,36.4
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,6,Three Mile Bay,451546,763231,14-Jun-16,30.7
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,6,Three Mile Bay,451546,763231,12-Jul-16,30.7
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,7,The Canal,451916,763000,14-May-15,35.8
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,7,The Canal,451916,763000,14-Jun-15,32.2
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,7,The Canal,451916,763000,16-Jul-15,31.1
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,7,The Canal,451916,763000,17-May-16,34.3
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,7,The Canal,451916,763000,14-Jun-16,33.1
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,7,The Canal,451916,763000,12-Jul-16,30.0
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,8,Jacobs Island,451959,763037,14-May-15,36.2
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,8,Jacobs Island,451959,763037,14-Jun-15,33.3
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,8,Jacobs Island,451959,763037,16-Jul-15,35.2
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,8,Jacobs Island,451959,763037,17-May-16,31.4
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,8,Jacobs Island,451959,763037,14-Jun-16,33.0
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,8,Jacobs Island,451959,763037,14-Jun-16,33.0
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,8,Jacobs Island,451959,763037,12-Jul-16,29.1
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,9,Middle Narrows,451832,763116,14-May-15,35.3
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,9,Middle Narrows,451832,763116,14-Jun-15,33.2
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,9,Middle Narrows,451832,763116,16-Jul-15,35.8
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,9,Middle Narrows,451832,763116,19-May-16,31.1
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,9,Middle Narrows,451832,763116,14-Jun-16,32.1
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,9,Middle Narrows,451832,763116,12-Jul-16,32.0
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,10,Hayes Bay,451902,762825,17-May-16,36.6
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,10,Hayes Bay,451902,762825,14-Jun-16,34.1
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,10,Hayes Bay,451902,762825,14-Jun-16,34.1
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,10,Hayes Bay,451902,762825,12-Jul-16,32.2
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,11,Village Basin,451856,763021,17-May-16,31.0
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,11,Village Basin,451856,763021,14-Jun-16,31.4
WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,11,Village Basin,451856,763021,12-Jul-16,29.6
WHITE LAKE,LEBERGE,5843,1,"Mid Lake, deep spot",484813,853642,16-May-08,21.4
WHITE LAKE,LEBERGE,5843,1,"Mid Lake, deep spot",484813,853642,11-May-09,21.3
WHITE LAKE,LEBERGE,5843,1,"Mid Lake, deep spot",484813,853642,22-Apr-10,23.7
WHITE LAKE,LEBERGE,5843,1,"Mid Lake, deep spot",484813,853642,02-Jun-11,22.7
WHITE LAKE,LEBERGE,5843,1,"Mid Lake, deep spot",484813,853642,01-May-12,22.9
WHITE LAKE,LEBERGE,5843,1,"Mid Lake, deep spot",484813,853642,24-May-13,20.3
WHITE LAKE,LEBERGE,5843,1,"Mid Lake, deep spot",484813,853642,19-May-14,21.4
WHITE LAKE,LEBERGE,5843,1,"Mid Lake, deep spot",484813,853642,14-May-15,21.2
WHITE LAKE,LEBERGE,5843,1,"Mid Lake, deep spot",484813,853642,05-May-16,23.2
WHITE LAKE (DUMMER),DOURO-DUMMER,6963,1,"S end, deep spot",443102,780527,18-Sep-08,35.1
WHITE LAKE (DUMMER),DOURO-DUMMER,6963,1,"S end, deep spot",443102,780527,29-Oct-08,32.0
WHITE LAKE (DUMMER),DOURO-DUMMER,6963,1,"S end, deep spot",443102,780527,15-May-09,34.6
WHITE LAKE (DUMMER),DOURO-DUMMER,6963,1,"S end, deep spot",443102,780527,02-Jun-10,30.6
WHITE LAKE (DUMMER),DOURO-DUMMER,6963,1,"S end, deep spot",443102,780527,21-Jun-10,32.2
WHITE LAKE (DUMMER),DOURO-DUMMER,6963,1,"S end, deep spot",443102,780527,30-May-11,33.1
WHITE LAKE (DUMMER),DOURO-DUMMER,6963,1,"S end, deep spot",443102,780527,29-Jun-11,33.1
WHITE LAKE (DUMMER),DOURO-DUMMER,6963,1,"S end, deep spot",443102,780527,26-Jul-11,32.8
WHITE LAKE (DUMMER),DOURO-DUMMER,6963,1,"S end, deep spot",443102,780527,18-Aug-11,30.5
WHITE LAKE (DUMMER),DOURO-DUMMER,6963,1,"S end, deep spot",443102,780527,25-Sep-11,0.0
WHITE LAKE (DUMMER),DOURO-DUMMER,6963,1,"S end, deep spot",443102,780527,11-Oct-11,27.3
WHITE LAKE (DUMMER),DOURO-DUMMER,6963,1,"S end, deep spot",443102,780527,31-May-12,34.0
WHITE LAKE (DUMMER),DOURO-DUMMER,6963,1,"S end, deep spot",443102,780527,27-Jun-12,35.5
WHITE LAKE (DUMMER),DOURO-DUMMER,6963,1,"S end, deep spot",443102,780527,29-Jul-12,28.4
WHITE LAKE (DUMMER),DOURO-DUMMER,6963,1,"S end, deep spot",443102,780527,23-Aug-12,28.3
WHITE LAKE (DUMMER),DOURO-DUMMER,6963,1,"S end, deep spot",443102,780527,20-Jun-13,36.5
WHITE LAKE (DUMMER),DOURO-DUMMER,6963,1,"S end, deep spot",443102,780527,25-Jul-13,30.2
WHITE LAKE (DUMMER),DOURO-DUMMER,6963,1,"S end, deep spot",443102,780527,12-Aug-13,27.7
WHITE LAKE (DUMMER),DOURO-DUMMER,6963,1,"S end, deep spot",443102,780527,24-May-14,48.0
WHITE LAKE (DUMMER),DOURO-DUMMER,6963,1,"S end, deep spot",443102,780527,24-Jun-14,33.5
WHITE LAKE (DUMMER),DOURO-DUMMER,6963,1,"S end, deep spot",443102,780527,20-May-15,35.2
WHITE LAKE (DUMMER),DOURO-DUMMER,6963,1,"S end, deep spot",443102,780527,18-Jun-15,31.2
WHITE LAKE (DUMMER),DOURO-DUMMER,6963,1,"S end, deep spot",443102,780527,15-Jul-15,28.9
WHITE LAKE (DUMMER),DOURO-DUMMER,6963,1,"S end, deep spot",443102,780527,24-May-16,31.1
WHITE LAKE (DUMMER),DOURO-DUMMER,6963,1,"S end, deep spot",443102,780527,22-Jun-16,29.3
WHITE LAKE (DUMMER),DOURO-DUMMER,6963,1,"S end, deep spot",443102,780527,17-Jul-16,28.3
WHITEFISH LAKE,SEGUIN,5857,8,"Mid Lake, Deep spot",451733,794648,21-May-12,3.4
WHITEFISH LAKE,SEGUIN,5857,8,"Mid Lake, Deep spot",451733,794648,19-May-13,3.1
WHITEFISH LAKE,SEGUIN,5857,8,"Mid Lake, Deep spot",451733,794648,30-May-14,3.7
WHITEFISH LAKE,SEGUIN,5857,8,"Mid Lake, Deep spot",451733,794648,13-Jun-15,3.6
WHITEFISH LAKE,SEGUIN,5857,8,"Mid Lake, Deep spot",451733,794648,22-May-16,3.4
WHITEFISH LAKE,RIDEAU LAKES,6632,1,"S end, deep spot",443050,761439,25-May-08,24.4
WHITEFISH LAKE,RIDEAU LAKES,6632,1,"S end, deep spot",443050,761439,18-Sep-08,22.5
WHITEFISH LAKE,RIDEAU LAKES,6632,1,"S end, deep spot",443050,761439,02-Jun-09,24.0
WHITEFISH LAKE,RIDEAU LAKES,6632,1,"S end, deep spot",443050,761439,08-Jun-10,23.0
WHITEFISH LAKE,RIDEAU LAKES,6632,1,"S end, deep spot",443050,761439,27-Jun-11,22.8
WHITEFISH LAKE,RIDEAU LAKES,6632,1,"S end, deep spot",443050,761439,15-Jul-11,23.0
WHITEFISH LAKE,RIDEAU LAKES,6632,1,"S end, deep spot",443050,761439,23-Aug-11,21.3
WHITEFISH LAKE,RIDEAU LAKES,6632,1,"S end, deep spot",443050,761439,16-Sep-11,21.0
WHITEFISH LAKE,RIDEAU LAKES,6632,1,"S end, deep spot",443050,761439,23-Oct-11,19.1
WHITEFISH LAKE,RIDEAU LAKES,6632,1,"S end, deep spot",443050,761439,23-May-12,24.2
WHITEFISH LAKE,RIDEAU LAKES,6632,1,"S end, deep spot",443050,761439,08-Jun-12,25.0
WHITEFISH LAKE,RIDEAU LAKES,6632,1,"S end, deep spot",443050,761439,20-May-13,26.2
WHITEFISH LAKE,RIDEAU LAKES,6632,1,"S end, deep spot",443050,761439,15-Jun-13,23.5
WHITEFISH LAKE,RIDEAU LAKES,6632,1,"S end, deep spot",443050,761439,25-Jul-13,23.8
WHITEFISH LAKE,RIDEAU LAKES,6632,1,"S end, deep spot",443050,761439,25-May-14,23.3
WHITEFISH LAKE,RIDEAU LAKES,6632,1,"S end, deep spot",443050,761439,23-Jun-14,24.7
WHITEFISH LAKE,RIDEAU LAKES,6632,1,"S end, deep spot",443050,761439,24-Jul-14,24.1
WHITEFISH LAKE,RIDEAU LAKES,6632,1,"S end, deep spot",443050,761439,24-May-15,28.2
WHITEFISH LAKE,RIDEAU LAKES,6632,1,"S end, deep spot",443050,761439,02-Jul-15,24.2
WHITEFISH LAKE,RIDEAU LAKES,6632,1,"S end, deep spot",443050,761439,22-Jul-15,22.9
WHITEFISH LAKE,RIDEAU LAKES,6632,1,"S end, deep spot",443050,761439,25-May-16,24.8
WHITEFISH LAKE,RIDEAU LAKES,6632,1,"S end, deep spot",443050,761439,29-Jun-16,23.7
WHITEFISH LAKE,RIDEAU LAKES,6632,2,MortonBay-RockDunder,443162,761334,25-May-08,25.2
WHITEFISH LAKE,RIDEAU LAKES,6632,2,MortonBay-RockDunder,443162,761334,18-Sep-08,23.8
WHITEFISH LAKE,RIDEAU LAKES,6632,2,MortonBay-RockDunder,443162,761334,02-Jun-09,26.4
WHITEFISH LAKE,RIDEAU LAKES,6632,2,MortonBay-RockDunder,443162,761334,08-Jun-10,25.1
WHITEFISH LAKE,RIDEAU LAKES,6632,2,MortonBay-RockDunder,443162,761334,27-Jun-11,23.3
WHITEFISH LAKE,RIDEAU LAKES,6632,2,MortonBay-RockDunder,443162,761334,15-Jul-11,23.4
WHITEFISH LAKE,RIDEAU LAKES,6632,2,MortonBay-RockDunder,443162,761334,23-Aug-11,22.7
WHITEFISH LAKE,RIDEAU LAKES,6632,2,MortonBay-RockDunder,443162,761334,16-Sep-11,21.9
WHITEFISH LAKE,RIDEAU LAKES,6632,2,MortonBay-RockDunder,443162,761334,23-Oct-11,18.5
WHITEFISH LAKE,RIDEAU LAKES,6632,2,MortonBay-RockDunder,443162,761334,23-May-12,24.5
WHITEFISH LAKE,RIDEAU LAKES,6632,2,MortonBay-RockDunder,443162,761334,08-Jun-12,24.9
WHITEFISH LAKE,RIDEAU LAKES,6632,2,MortonBay-RockDunder,443162,761334,01-Aug-12,22.7
WHITEFISH LAKE,RIDEAU LAKES,6632,2,MortonBay-RockDunder,443162,761334,20-May-13,25.6
WHITEFISH LAKE,RIDEAU LAKES,6632,2,MortonBay-RockDunder,443162,761334,15-Jun-13,24.4
WHITEFISH LAKE,RIDEAU LAKES,6632,2,MortonBay-RockDunder,443162,761334,24-Jul-13,24.9
WHITEFISH LAKE,RIDEAU LAKES,6632,2,MortonBay-RockDunder,443162,761334,25-May-14,25.5
WHITEFISH LAKE,RIDEAU LAKES,6632,2,MortonBay-RockDunder,443162,761334,23-Jun-14,24.6
WHITEFISH LAKE,RIDEAU LAKES,6632,2,MortonBay-RockDunder,443162,761334,24-Jul-14,23.6
WHITEFISH LAKE,RIDEAU LAKES,6632,2,MortonBay-RockDunder,443162,761334,24-May-15,29.5
WHITEFISH LAKE,RIDEAU LAKES,6632,2,MortonBay-RockDunder,443162,761334,02-Jul-15,25.5
WHITEFISH LAKE,RIDEAU LAKES,6632,2,MortonBay-RockDunder,443162,761334,22-Jul-15,23.8
WHITEFISH LAKE,RIDEAU LAKES,6632,2,MortonBay-RockDunder,443162,761334,25-May-16,23.9
WHITEFISH LAKE,RIDEAU LAKES,6632,2,MortonBay-RockDunder,443162,761334,29-Jun-16,25.5
WHITEFISH LAKE,RIDEAU LAKES,6632,3,"N end, deep spot",443165,761408,25-May-08,24.4
WHITEFISH LAKE,RIDEAU LAKES,6632,3,"N end, deep spot",443165,761408,18-Sep-08,24.3
WHITEFISH LAKE,RIDEAU LAKES,6632,3,"N end, deep spot",443165,761408,02-Jun-09,23.9
WHITEFISH LAKE,RIDEAU LAKES,6632,3,"N end, deep spot",443165,761408,08-Jun-10,24.0
WHITEFISH LAKE,RIDEAU LAKES,6632,3,"N end, deep spot",443165,761408,27-Jun-11,22.6
WHITEFISH LAKE,RIDEAU LAKES,6632,3,"N end, deep spot",443165,761408,15-Jul-11,22.6
WHITEFISH LAKE,RIDEAU LAKES,6632,3,"N end, deep spot",443165,761408,23-Aug-11,21.6
WHITEFISH LAKE,RIDEAU LAKES,6632,3,"N end, deep spot",443165,761408,16-Sep-11,21.0
WHITEFISH LAKE,RIDEAU LAKES,6632,3,"N end, deep spot",443165,761408,23-Oct-11,21.8
WHITEFISH LAKE,RIDEAU LAKES,6632,3,"N end, deep spot",443165,761408,23-May-12,24.1
WHITEFISH LAKE,RIDEAU LAKES,6632,3,"N end, deep spot",443165,761408,08-Jun-12,24.5
WHITEFISH LAKE,RIDEAU LAKES,6632,3,"N end, deep spot",443165,761408,01-Aug-12,21.3
WHITEFISH LAKE,RIDEAU LAKES,6632,3,"N end, deep spot",443165,761408,20-May-13,26.1
WHITEFISH LAKE,RIDEAU LAKES,6632,3,"N end, deep spot",443165,761408,15-Jun-13,23.8
WHITEFISH LAKE,RIDEAU LAKES,6632,3,"N end, deep spot",443165,761408,25-Jul-13,24.3
WHITEFISH LAKE,RIDEAU LAKES,6632,3,"N end, deep spot",443165,761408,25-May-14,23.0
WHITEFISH LAKE,RIDEAU LAKES,6632,3,"N end, deep spot",443165,761408,23-Jun-14,22.9
WHITEFISH LAKE,RIDEAU LAKES,6632,3,"N end, deep spot",443165,761408,24-Jul-14,23.4
WHITEFISH LAKE,RIDEAU LAKES,6632,3,"N end, deep spot",443165,761408,24-May-15,28.4
WHITEFISH LAKE,RIDEAU LAKES,6632,3,"N end, deep spot",443165,761408,02-Jul-15,25.0
WHITEFISH LAKE,RIDEAU LAKES,6632,3,"N end, deep spot",443165,761408,22-Jul-15,23.2
WHITEFISH LAKE,RIDEAU LAKES,6632,3,"N end, deep spot",443165,761408,25-May-16,23.8
WHITEFISH LAKE,RIDEAU LAKES,6632,3,"N end, deep spot",443165,761408,29-Jun-16,22.2
WHITEWATER LAKE,CASCADEN,5875,1,"E. end, mid lake",463204,810718,05-Jun-11,17.2
WHITEWATER LAKE,CASCADEN,5875,1,"E. end, mid lake",463204,810718,26-May-12,17.1
WHITEWATER LAKE,CASCADEN,5875,1,"E. end, mid lake",463204,810718,07-May-13,15.9
WHITEWATER LAKE,CASCADEN,5875,1,"E. end, mid lake",463204,810718,14-May-14,18.0
WHITEWATER LAKE,CASCADEN,5875,1,"E. end, mid lake",463204,810718,06-May-15,14.5
WHITEWATER LAKE,CASCADEN,5875,1,"E. end, mid lake",463204,810718,10-May-16,16.7
WILBERMERE LAKE,MONMOUTH,5897,1,"Mid Lake, deep spot",450033,781239,29-Oct-08,14.6
